📡温馨提示👉公告,#genre#
央广购物,http://dp.sxtv.top:88/ljes/yfy.php?id=11011
河北三佳购物,http://dp.sxtv.top:88/ljes/yfy.php?id=12001
河南梨园,http://dp.sxtv.top:88/ljes/yfy.php?id=13001
河北杂技,http://dp.sxtv.top:88/ljes/yfy.php?id=13002
河北经济生活,http://dp.sxtv.top:88/ljes/yfy.php?id=13003
河北农民,http://dp.sxtv.top:88/ljes/yfy.php?id=13004
河北都市,http://dp.sxtv.top:88/ljes/yfy.php?id=13005
河北影视剧,http://dp.sxtv.top:88/ljes/yfy.php?id=13006
河北少儿科教,http://dp.sxtv.top:88/ljes/yfy.php?id=13007
河北公共,http://dp.sxtv.top:88/ljes/yfy.php?id=13008
邯郸新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=13009
河北收视指南,http://dp.sxtv.top:88/ljes/yfy.php?id=13010
石家庄娱乐,http://dp.sxtv.top:88/ljes/yfy.php?id=13011
石家庄生活,http://dp.sxtv.top:88/ljes/yfy.php?id=13012
石家庄都市,http://dp.sxtv.top:88/ljes/yfy.php?id=13013
石家庄新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=13014
唐山新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=13110
唐山生活服务,http://dp.sxtv.top:88/ljes/yfy.php?id=13111
唐山影视,http://dp.sxtv.top:88/ljes/yfy.php?id=13112
唐山公共,http://dp.sxtv.top:88/ljes/yfy.php?id=13113
家庭理财,http://dp.sxtv.top:88/ljes/yfy.php?id=21001
家有购物,http://dp.sxtv.top:88/ljes/yfy.php?id=22002
北京纪实科教,http://dp.sxtv.top:88/ljes/yfy.php?id=22030
聚鲨环球精选2,http://dp.sxtv.top:88/ljes/yfy.php?id=32010
山东教育卫视,http://dp.sxtv.top:88/ljes/yfy.php?id=37001
中华美食,http://dp.sxtv.top:88/ljes/yfy.php?id=37002
河南都市,http://dp.sxtv.top:88/ljes/yfy.php?id=41101
河南民生,http://dp.sxtv.top:88/ljes/yfy.php?id=41102
河南法治,http://dp.sxtv.top:88/ljes/yfy.php?id=41103
河南电视剧,http://dp.sxtv.top:88/ljes/yfy.php?id=41104
河南新闻,http://dp.sxtv.top:88/ljes/yfy.php?id=41105
河南公共,http://dp.sxtv.top:88/ljes/yfy.php?id=41106
河南乡村,http://dp.sxtv.top:88/ljes/yfy.php?id=41107
河南睛彩中原,http://dp.sxtv.top:88/ljes/yfy.php?id=41108
河南移动戏曲,http://dp.sxtv.top:88/ljes/yfy.php?id=41109
河南功夫,http://dp.sxtv.top:88/ljes/yfy.php?id=41110
河南收藏天下,http://dp.sxtv.top:88/ljes/yfy.php?id=41111
郑州新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41112
周口新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41113
开封新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41114
洛阳新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41115
平顶山新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41116
安阳新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41117
鹤壁新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41118
新乡新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41119
焦作新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41120
濮阳新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41121
许昌综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41122
漯河新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41123
三门峡新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41124
商丘新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41125
驻马店新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41126
南阳新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41127
信阳新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41128
济源1套,http://dp.sxtv.top:88/ljes/yfy.php?id=41129
长城铝综合,http://dp.sxtv.top:88/ljes/yfy.php?id=41130
嘉佳卡通,http://dp.sxtv.top:88/ljes/yfy.php?id=41133
东方财经,http://dp.sxtv.top:88/ljes/yfy.php?id=41135
兰铁TV,http://dp.sxtv.top:88/ljes/yfy.php?id=41136
人民铁道,http://dp.sxtv.top:88/ljes/yfy.php?id=41137
湖南教育,http://dp.sxtv.top:88/ljes/yfy.php?id=43021
湖南经视,http://dp.sxtv.top:88/ljes/yfy.php?id=43024
金鹰卡通,http://dp.sxtv.top:88/ljes/yfy.php?id=43025
湖南娱乐,http://dp.sxtv.top:88/ljes/yfy.php?id=43027
湖南都市,http://dp.sxtv.top:88/ljes/yfy.php?id=43028
湖南电影,http://dp.sxtv.top:88/ljes/yfy.php?id=43029
湖南电视剧,http://dp.sxtv.top:88/ljes/yfy.php?id=43030
快乐购,http://dp.sxtv.top:88/ljes/yfy.php?id=43032
四海钓鱼,http://dp.sxtv.top:88/ljes/yfy.php?id=43036
劲爆体育,http://dp.sxtv.top:88/ljes/yfy.php?id=43038
欢笑剧场,http://dp.sxtv.top:88/ljes/yfy.php?id=43039
乐游,http://dp.sxtv.top:88/ljes/yfy.php?id=43040
游戏风云,http://dp.sxtv.top:88/ljes/yfy.php?id=43041
生活时尚,http://dp.sxtv.top:88/ljes/yfy.php?id=43043
动漫秀场,http://dp.sxtv.top:88/ljes/yfy.php?id=43045
CHC高清电影,http://dp.sxtv.top:88/ljes/yfy.php?id=43063
湖南爱晚,http://dp.sxtv.top:88/ljes/yfy.php?id=43080
新视觉,http://dp.sxtv.top:88/ljes/yfy.php?id=43082
魅力足球,http://dp.sxtv.top:88/ljes/yfy.php?id=43083
劲爆体育,http://dp.sxtv.top:88/ljes/yfy.php?id=43084
都市剧场,http://dp.sxtv.top:88/ljes/yfy.php?id=43085
金鹰纪实,http://dp.sxtv.top:88/ljes/yfy.php?id=43087
益阳新闻综合,http://dp.sxtv.top:88/ljes/yfy.php?id=43088
益阳教育,http://dp.sxtv.top:88/ljes/yfy.php?id=43089
益阳公共,http://dp.sxtv.top:88/ljes/yfy.php?id=43090
湖南都市,http://dp.sxtv.top:88/ljes/yfy.php?id=43094
湖南电影,http://dp.sxtv.top:88/ljes/yfy.php?id=43098



🇨🇳央视频道👉全网,#genre#
人民铁道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8
郑铁有线,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8
CCTV1,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV2,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV3,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV4,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv4hd8m/8000000/mnf.m3u8
CCTV5,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv58m/8000000/mnf.m3u8
CCTV5+,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv5phd8m/8000000/mnf.m3u8
CCTV6,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv6hd8m/8000000/mnf.m3u8
CCTV7,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv7hd8m/8000000/mnf.m3u8
CCTV8,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv8hd8m/8000000/mnf.m3u8
CCTV9,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv9hd8m/8000000/mnf.m3u8
CCTV10,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv10hd8m/8000000/mnf.m3u8
CCTV11,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv11hd8m/8000000/mnf.m3u8
CCTV12,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/livecctv12hd8m/8000000/mnf.m3u8
CCTV13,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8
CCTV14,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctvsehd8m/8000000/mnf.m3u8
CCTV15,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv15hd8m/8000000/mnf.m3u8
CCTV16,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv16hd8m/8000000/mnf.m3u8
CCTV16,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv16hd4k/15000000/mnf.m3u8
CCTV17,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv17hd8m/8000000/mnf.m3u8
CCTV4K,http://183.195.235.162/hljbuv52.live.bestvcdn.com.cn/001/live/program/live/cctv4k/15000000/mnf.m3u8 


🇨🇳央视频道👉IPV6,#genre#
CCTV-01,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-02,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-03,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV-04,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-05,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-05+,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225507/index.m3u8
CCTV-06,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-07,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-08,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-09,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8




🇨🇳央视频道👉联通,#genre#
CCTV1HD,http://mtw.so/6heoTA
CCTV2HD,http://mtw.so/6oKBGx
CCTV3HD,http://mtw.so/6wgOLe
CCTV4HD,http://mtw.so/5y789F
CCTV5HD,http://mtw.so/5FDiD4
CCTV6HD,http://mtw.so/5NPW4c
CCTV7HD,http://mtw.so/62RWcG
CCTV8HD,http://mtw.so/69IbP3
CCTV9HD,http://mtw.so/6heoS8
CCTV10HD,http://mtw.so/6oKBGH
CCTV11HD,http://mtw.so/5y75Nx
CCTV12HD,http://mtw.so/5GnVnH
CCTV13HD,http://mtw.so/5NPWhK
CCTV14HD,http://mtw.so/5Vm9mr
CCTV15HD,http://mtw.so/69Ic2B
东方卫视HD,http://mtw.so/6hep7i
北京卫视HD,http://mtw.so/6wgP0y
山东卫视HD,http://mtw.so/5y75NH
江苏卫视HD,http://mtw.so/5FDiSo
浙江卫视HD,http://mtw.so/5GnVmf
湖南卫视HD,http://mtw.so/6oKBYh

🇨🇳央视频道👉移动,#genre#
CCTV-1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4中文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-12社会,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-16奥林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8



📡央视频道👉组播,#genre#
CCTV-1综合高清,http://opdf.top:8088/rtp/239.81.0.102:4056
CCTV-2财经高清,http://opdf.top:8088/rtp/239.81.0.115:4056
CCTV-3综艺高清,http://opdf.top:8088/rtp/239.81.0.231:4056
CCTV-4中文国际高清,http://opdf.top:8088/rtp/239.81.0.96:4056
CCTV-5体育高清,http://opdf.top:8088/rtp/239.81.0.232:4056
CCTV-6电影高清,http://opdf.top:8088/rtp/239.81.0.233:4056
CCTV-7国防军事高清,http://opdf.top:8088/rtp/239.81.0.116:4056
CCTV-8电视剧高清,http://opdf.top:8088/rtp/239.81.0.234:4056
CCTV-9纪录高清,http://opdf.top:8088/rtp/239.81.0.117:4056
CCTV-10科教高清,http://opdf.top:8088/rtp/239.81.0.118:4056
CCTV-11戏曲高清,http://opdf.top:8088/rtp/239.81.0.229:4056
CCTV-12社会与法高清,http://opdf.top:8088/rtp/239.81.0.119:4056
CCTV-13新闻高清,http://opdf.top:8088/rtp/239.81.0.206:4056
CCTV-14少儿高清,http://opdf.top:8088/rtp/239.81.0.120:4056
CCTV-15音乐高清,http://opdf.top:8088/rtp/239.81.0.230:4056
CCTV-5＋体育赛事高清,http://opdf.top:8088/rtp/239.81.0.101:4056
CCTV-16奥林匹克高清,http://opdf.top:8088/rtp/239.81.0.142:4056
CCTV-17农业农村高清,http://opdf.top:8088/rtp/239.81.0.228:4056

📡湖北频道👉全网,#genre#
荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1735660799-0-0-1963c999651ea135890d90bcc5ae172d
荆州陇上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1735660799-0-0-73625822ff2c77aefa1589e94281edad
荆州综合,http://jingzhou-live21.cjyun.org:80/10085/s10085-jingzhou-tv01.m3u8?auth_key=1735660799-0-0-e0477d4b5bc584e7518a1bde13892cbe
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
麻城综合,http://119.36.30.199:8888/mctv1.m3u8
武汉新闻,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&tpid=1550600621
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
池州综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州生活,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
扬州综合,https://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市,https://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活,https://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,https://cm-wshls.homecdn.com/live/8c3.m3u8

📡卫视频道👉全网,#genre#
遂宁综合,https://play.web.snxw.com/live/xwzh/playlist.m3u8
泸州新闻,https://www.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
广西卫视,http://dp.sxtv.top:88/live/bestv.php?id=gxws
广东卫视,http://dp.sxtv.top:88/live/bestv.php?id=gdws
深圳卫视,http://dp.sxtv.top:88/live/bestv.php?id=szws
海南卫视,http://dp.sxtv.top:88/live/bestv.php?id=hainan
三沙卫视,http://dp.sxtv.top:88/live/bestv.php?id=ssws
云南卫视,http://dp.sxtv.top:88/live/bestv.php?id=ynws
贵州卫视,http://dp.sxtv.top:88/live/bestv.php?id=gzws
东南卫视,http://dp.sxtv.top:88/live/bestv.php?id=dnws
厦门卫视,http://dp.sxtv.top:88/live/bestv.php?id=xmws
江西卫视,http://dp.sxtv.top:88/live/bestv.php?id=jxws
安徽卫视,http://dp.sxtv.top:88/live/bestv.php?id=ahws
湖南卫视,http://dp.sxtv.top:88/live/bestv.php?id=hunan
湖北卫视,http://dp.sxtv.top:88/live/bestv.php?id=hubei
河南卫视,http://dp.sxtv.top:88/live/bestv.php?id=hnws
河北卫视,http://dp.sxtv.top:88/live/bestv.php?id=hbws
重庆卫视,http://dp.sxtv.top:88/live/bestv.php?id=cqws
四川卫视,http://dp.sxtv.top:88/live/bestv.php?id=scws
浙江卫视,http://dp.sxtv.top:88/live/bestv.php?id=zjws
江苏卫视,http://dp.sxtv.top:88/live/bestv.php?id=jsws
东方卫视,http://dp.sxtv.top:88/live/bestv.php?id=dfws
东方卫视,http://dp.sxtv.top:88/live/bestv.php?id=zqpd
山东卫视,http://dp.sxtv.top:88/live/bestv.php?id=sdws
北京卫视,http://dp.sxtv.top:88/live/bestv.php?id=bjws
天津卫视,http://dp.sxtv.top:88/live/bestv.php?id=tjws
辽宁卫视,http://dp.sxtv.top:88/live/bestv.php?id=lnws
吉林卫视,http://dp.sxtv.top:88/live/bestv.php?id=jlws
黑龙江卫视,http://dp.sxtv.top:88/live/bestv.php?id=hljws
陕西卫视,http://dp.sxtv.top:88/live/bestv.php?id=sxws
山西卫视,http://dp.sxtv.top:88/live/bestv.php?id=shanxi
甘肃卫视,http://dp.sxtv.top:88/live/bestv.php?id=gsws
宁夏卫视,http://dp.sxtv.top:88/live/bestv.php?id=nxws
青海卫视,http://dp.sxtv.top:88/live/bestv.php?id=qhws
西藏卫视,http://dp.sxtv.top:88/live/bestv.php?id=xzws
新疆卫视,http://dp.sxtv.top:88/live/bestv.php?id=xjws
兵团卫视,http://dp.sxtv.top:88/live/bestv.php?id=btws
内蒙古卫视,http://dp.sxtv.top:88/live/bestv.php?id=nmgws
康巴卫视,http://dp.sxtv.top:88/live/bestv.php?id=kbws
卡酷少儿,http://dp.sxtv.top:88/live/bestv.php?id=kkse
金鹰卡通,http://dp.sxtv.top:88/live/bestv.php?id=jykt
哈哈炫动,http://dp.sxtv.top:88/live/bestv.php?id=hhxd
嘉佳卡通,http://dp.sxtv.top:88/live/bestv.php?id=jjkt
中国天气,http://dp.sxtv.top:88/live/bestv.php?id=zgtq
财富天下,http://dp.sxtv.top:88/live/bestv.php?id=cftx
茶频道,http://dp.sxtv.top:88/live/bestv.php?id=cpd
快乐垂钓,http://dp.sxtv.top:88/live/bestv.php?id=klcd
欢笑剧场4K,http://dp.sxtv.top:88/live/bestv.php?id=hxjc
欢笑剧场4K,http://dp.sxtv.top:88/live/bestv.php?id=hxjc4k
都市剧场,http://dp.sxtv.top:88/live/bestv.php?id=dsjc
动漫秀场,http://dp.sxtv.top:88/live/bestv.php?id=dmxc
乐游,http://dp.sxtv.top:88/live/bestv.php?id=leyou
游戏风云,http://dp.sxtv.top:88/live/bestv.php?id=yxfy
劲爆体育,http://dp.sxtv.top:88/live/bestv.php?id=jbty
魅力足球,http://dp.sxtv.top:88/live/bestv.php?id=mlzq
新视觉,http://dp.sxtv.top:88/live/bestv.php?id=xsj
法治天地,http://dp.sxtv.top:88/live/bestv.php?id=fztd
金色学堂,http://dp.sxtv.top:88/live/bestv.php?id=jsxt
七彩戏剧,http://dp.sxtv.top:88/live/bestv.php?id=qcxj
生活时尚,http://dp.sxtv.top:88/live/bestv.php?id=shss
东方财经,http://dp.sxtv.top:88/live/bestv.php?id=dfcj
星光影院,http://dp.sxtv.top:88/live/bestv.php?id=xgyy
谍战剧场,http://dp.sxtv.top:88/live/bestv.php?id=dzjc
华语影院,http://dp.sxtv.top:88/live/bestv.php?id=hyyy
全球大片,http://dp.sxtv.top:88/live/bestv.php?id=qqdp
热门剧场,http://dp.sxtv.top:88/live/bestv.php?id=rmjc
青春动漫,http://dp.sxtv.top:88/live/bestv.php?id=qcdm
宝宝动画,http://dp.sxtv.top:88/live/bestv.php?id=bbdh
电竞天堂,http://dp.sxtv.top:88/live/bestv.php?id=djtt
热门综艺,http://dp.sxtv.top:88/live/bestv.php?id=rmzy
健康养生,http://dp.sxtv.top:88/live/bestv.php?id=jkys
戏曲精选,http://dp.sxtv.top:88/live/bestv.php?id=xqjx
百变课堂,http://dp.sxtv.top:88/live/bestv.php?id=bbkt
看天下精选,http://dp.sxtv.top:88/live/bestv.php?id=ktxjx
东方影院,http://dp.sxtv.top:88/live/bestv.php?id=dfys
纪实人文,http://dp.sxtv.top:88/live/bestv.php?id=jsrw
金鹰纪实,http://dp.sxtv.top:88/live/bestv.php?id=jyjs
北京纪实科教,http://dp.sxtv.top:88/live/bestv.php?id=bjjskj
五星体育,http://dp.sxtv.top:88/live/bestv.php?id=wxty
第一财经,http://dp.sxtv.top:88/live/bestv.php?id=dycj
海峡卫视,http://dp.sxtv.top:88/live/bestv.php?id=hxws
东方购物,http://dp.sxtv.top:88/live/bestv.php?id=dfgw
福建电视剧,http://dp.sxtv.top:88/live/bestv.php?id=fjdsj
福建教育,http://dp.sxtv.top:88/live/bestv.php?id=fjjy
福建经济,http://dp.sxtv.top:88/live/bestv.php?id=fjjj
福建旅游,http://dp.sxtv.top:88/live/bestv.php?id=fjly
福建少儿,http://dp.sxtv.top:88/live/bestv.php?id=fjse
福建文体,http://dp.sxtv.top:88/live/bestv.php?id=fjwt
福建乡村振兴公共,http://dp.sxtv.top:88/live/bestv.php?id=fjgg
福建新闻,http://dp.sxtv.top:88/live/bestv.php?id=fjxw
福建综合,http://dp.sxtv.top:88/live/bestv.php?id=fjzh
浦东电视台,http://dp.sxtv.top:88/live/bestv.php?id=pudong
上海ICS,http://dp.sxtv.top:88/live/bestv.php?id=shics
上海都市,http://dp.sxtv.top:88/live/bestv.php?id=shds
上海教育,http://dp.sxtv.top:88/live/bestv.php?id=shjy
上海新闻综合,http://dp.sxtv.top:88/live/bestv.php?id=shxwzh
西藏藏语,http://dp.sxtv.top:88/live/bestv.php?id=xzzy

广东卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel16/index.m3u8
江苏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel18/index.m3u8
深圳卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel17/index.m3u8
浙江卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel19/index.m3u8
吉林卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel20/index.m3u8
湖北卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel21/index.m3u8
江西卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel22/index.m3u8
安徽卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel23/index.m3u8
北京卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel24/index.m3u8
湖南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel25/index.m3u8
东方卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel26/index.m3u8
黑龙江卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel27/index.m3u8
天津卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel28/index.m3u8
贵州卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel30/index.m3u8
四川卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel31/index.m3u8
辽宁卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel32/index.m3u8
山西卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel54/index.m3u8
重庆卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel56/index.m3u8
甘肃卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel57/index.m3u8
广西卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel59/index.m3u8
青海卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel60/index.m3u8
云南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel61/index.m3u8
新疆卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel64/index.m3u8
西藏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel66/index.m3u8
兵团卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel67/index.m3u8
宁夏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel69/index.m3u8
河南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel78/index.m3u8
河北卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel79/index.m3u8
东南卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel80/index.m3u8
金鹰卡通,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel81/index.m3u8
